COD_PAI4;COD_SAL;POSAR;FOBDOL;FOBPES
USA;BOG;604200000;945;3881574
USA;BOG;603199010;28262;116257760
USA;BOG;603199090;1134;4494688
USA;BOG;603141000;2247;8931223
USA;BOG;603149000;1534;6080116
USA;BOG;603192000;48;191072
USA;BOG;603199010;46698;188171331
USA;BOG;603199090;50;200235
USA;BOG;604200000;739;2939233
USA;BOG;910999000;2880;11693232
USA;BOG;1211903000;5830;23669010
USA;BOG;603199010;0;371
USA;BOG;603192000;481;1952200
USA;BOG;603199010;40881;162663280
USA;BOG;604200000;1717;6965766
USA;BOG;302710000;11586;46119207
USA;BOG;304310000;129649;516090920
USA;BOG;603141000;3311;13402341
USA;BOG;603149000;652;2666562
USA;BOG;603199010;10804;43653992
USA;BOG;603199090;1304;5170744
USA;BOG;604200000;1775;7035337
USA;BOG;6204620000;19983;79435018
USA;BOG;603199010;1620;6571269
USA;BOG;709590000;2414;9795587
USA;BOG;910999000;4371;17735497
USA;BOG;1211903000;192;779549
USA;BOG;1211909000;2933;11898851
USA;BOG;6112410000;23157;94902895
USA;BOG;6211120000;4135;16922194
USA;BOG;6211430000;1059;4333777
USA;BOG;603141000;6544;26038453
USA;BOG;603149000;12098;48102922
USA;BOG;603150000;950;3766977
USA;BOG;603192000;5901;24077175
USA;BOG;603199010;28315;114689817
USA;BOG;603199090;11581;45998955
USA;BOG;604200000;7875;31709669
USA;BOG;703100090;3483;13851334
USA;BOG;910999000;1776;7062868
USA;BOG;1211903000;155;637248
USA;BOG;1211909000;23491;96195521
USA;BOG;4202920010;269;1106663
USA;BOG;6101300000;4311;17748019
USA;BOG;6102300000;4826;19864646
USA;BOG;6104630000;1746;7188307
USA;BOG;6109909000;10;39396
USA;BOG;6110309000;152;624569
USA;BOG;6112410000;101;398468
USA;BOG;6114300000;26;107196
USA;BOG;6202900000;68;281945
USA;BOG;6212200000;49602;202987712
USA;BOG;6217100000;8;31080
USA;BOG;603199010;5795;23508426
USA;BOG;3926909090;336;1335789
USA;BOG;6104430000;2602;10359998
USA;BOG;6104530000;99;398471
USA;BOG;6112410000;116727;471214296
USA;BOG;6114300000;324;1309261
USA;BOG;6117809000;253;1023185
USA;BOG;6204290000;1870;7568096
USA;BOG;6204420000;2228;8855435
USA;BOG;6204430000;2121;8508099
USA;BOG;6204620000;2219;8957717
USA;BOG;6204630000;1191;4741517
USA;BOG;6206400000;74;300690
USA;BOG;6206900000;5557;22435876
USA;BOG;6211120000;4873;19676670
USA;BOG;6211420000;1773;7157938
USA;BOG;6211430000;9100;36774196
USA;BOG;603199010;311;1274352
USA;BOG;4202220020;49;197822
USA;BOG;4202920010;3109;12431234
USA;BOG;4202920090;97;394189
USA;BOG;4202999000;1366;5526895
USA;BOG;6101300000;11034;44490223
USA;BOG;6102300000;12406;50007354
USA;BOG;6103430000;40;161803
USA;BOG;6104620000;114;460482
USA;BOG;6104630000;1943;7836926
USA;BOG;6109100000;49;195804
USA;BOG;6109901000;19;75576
USA;BOG;6109909000;361;1460686
USA;BOG;6110201000;42;169562
USA;BOG;6110301000;16022;63754235
USA;BOG;6110309000;50505;206189732
USA;BOG;6112410000;8181;33122914
USA;BOG;6114200000;42;169562
USA;BOG;6114300000;260;1046843
USA;BOG;6117801000;70;278574
USA;BOG;6117809000;6;24161
USA;BOG;6203430000;27;109004
USA;BOG;6204320000;782;3196720
USA;BOG;6204420000;1939;7827950
USA;BOG;6204440000;329;1329850
USA;BOG;6204490000;6666;26911909
USA;BOG;6204520000;2572;10384945
USA;BOG;6204530000;335;1354203
USA;BOG;6204590000;1014;4093711
USA;BOG;6204620000;64540;260734511
USA;BOG;6204690000;2688;10851967
USA;BOG;6206400000;29;118693
USA;BOG;6208220000;539;2149521
USA;BOG;6211110000;29;118693
USA;BOG;6211420000;3460;14240377
USA;BOG;6211430000;451;1819965
USA;BOG;6212100000;10306;41697475
USA;BOG;6212200000;110041;442398148
USA;BOG;6212300000;11087;44870228
USA;BOG;6214400000;91;367384
USA;BOG;6217100000;598;2414441
USA;BOG;6404190000;782;3164413
USA;BOG;6505009000;34;137264
USA;BOG;6112410000;131;523541
USA;BOG;6103430000;8576;35302517
USA;BOG;6112410000;11842;48493069
USA;BOG;302710000;6812;27117677
USA;BOG;304310000;138020;549410601
USA;BOG;603199010;30332;124863585
USA;BOG;603199010;2510;10168266
USA;BOG;603199010;6714;26640260
USA;BOG;603141000;48123;191753800
USA;BOG;603149000;26862;106779106
USA;BOG;603150000;3543;14083346
USA;BOG;603192000;19;75129
USA;BOG;603199090;229298;911481578
USA;BOG;302710000;2441214;9717665861
USA;BOG;304310000;4472820;17804820588
USA;BOG;603141000;298357;1226897077
USA;BOG;603149000;57737;236782297
USA;BOG;603150000;34895;141436712
USA;BOG;603192000;2395;9528119
USA;BOG;603194000;2419;9898393
USA;BOG;603199010;43019;174722491
USA;BOG;603199090;408532;1675574778
USA;BOG;604200000;8521;34280598
USA;BOG;703100090;2207;8809118
USA;BOG;703900020;1065;4320357
USA;BOG;810905000;3777;15077902
USA;BOG;910991000;1354;5542847
USA;BOG;910999000;12585;50775480
USA;BOG;1211903000;18289;74123188
USA;BOG;1211909000;32835;134410543
USA;BOG;4819400000;5;20223
USA;BOG;4911100000;5;21436
USA;BOG;6108220000;1231;4931510
USA;BOG;6112410000;1339;5458469
USA;BOG;6212200000;48296;194741332
USA;BOG;6212300000;10831;43252934
USA;BOG;6212900000;4735;18741624
USA;BOG;6307909000;172;696465
USA;BOG;703100090;73;296365
USA;BOG;1211903000;150;616033
USA;BOG;1211909000;69570;278393458
USA;BOG;7108120000;75053;309045500
USA;BOG;8476810000;29455;117137822
USA;BOG;603192000;2;8010
USA;BOG;603199010;7;27018
USA;BOG;604200000;3;12015
USA;BOG;302710000;118743;472677255
USA;BOG;304310000;477165;1899436759
USA;BOG;603121000;592;2394350
USA;BOG;603129000;6181;24999116
USA;BOG;4202290000;21;85939
USA;BOG;4202999000;35;143232
USA;BOG;4203400000;56;229170
USA;BOG;4817200000;1;2046
USA;BOG;4821100000;5;20462
USA;BOG;6204490000;1467;6001893
USA;BOG;6204590000;531;2172086
USA;BOG;6204690000;163;666600
USA;BOG;6206300000;331;1352802
USA;BOG;6217100000;49;200524
USA;BOG;6403590000;28;114585
USA;BOG;8308900000;49;200524
USA;BOG;5807900000;213;857903
USA;BOG;6204420000;428;1727917
USA;BOG;6204490000;559;2222075
USA;BOG;6204590000;158;628064
USA;BOG;6206100000;371;1497797
USA;BOG;6206300000;206;818869
USA;BOG;9503009910;60743;245500607
USA;BOG;6109909000;70439;280002955
USA;BOG;6107110000;392;1583386
USA;BOG;6108210000;1508;6088567
USA;BOG;6108220000;38;151516
USA;BOG;6108920000;336;1344065
USA;BOG;6109909000;177;715552
USA;BOG;6212100000;1953;7884471
USA;BOG;6212200000;95990;387606976
USA;BOG;6212900000;120434;487200421
USA;BOG;6501000000;23984;97302055
USA;BOG;3307410000;1182;4685495
USA;BOG;3406000000;6952;27554263
USA;BOG;3923299000;24;96893
USA;BOG;3926400000;4420;17519812
USA;BOG;4015901000;3565;14390967
USA;BOG;4201000000;7095;28415901
USA;BOG;4202210000;4915;19940022
USA;BOG;4202911000;2988;12122137
USA;BOG;4202919000;9226;37431113
USA;BOG;4202920010;6402;26199711
USA;BOG;4302300000;30234;122280502
USA;BOG;4402900000;264;1046382
USA;BOG;4811909000;24;99280
USA;BOG;4820100000;560;2221185
USA;BOG;4821100000;9;35527
USA;BOG;4901999000;43109;171929273
USA;BOG;4909000000;55;217996
USA;BOG;4911100000;10;40445
USA;BOG;4911990000;84;332940
USA;BOG;5607500000;8329;33010593
USA;BOG;6104430000;2856;11756981
USA;BOG;6104630000;320;1317309
USA;BOG;6106200000;552;2272358
USA;BOG;6108220000;2055;8294811
USA;BOG;6109100000;242;991981
USA;BOG;6110301000;37;150598
USA;BOG;6110309000;260;1065479
USA;BOG;6201300000;30;121335
USA;BOG;6203330000;238;951202
USA;BOG;6203421000;4706;19033464
USA;BOG;6203430000;224;900035
USA;BOG;6204330000;162;649541
USA;BOG;6204420000;3889;16009419
USA;BOG;6204430000;4268;17569606
USA;BOG;6204440000;6090;25070033
USA;BOG;6204530000;253;1026888
USA;BOG;6204620000;61630;248811132
USA;BOG;6204630000;5027;20646763
USA;BOG;6205200000;554;2236922
USA;BOG;6205300000;2948;11692536
USA;BOG;6206300000;792;3256879
USA;BOG;6206400000;4800;19693590
USA;BOG;6206900000;972;4001325
USA;BOG;6211499000;582;2397337
USA;BOG;6212100000;36860;148919236
USA;BOG;6212200000;86661;348257340
USA;BOG;6212300000;23170;93541531
USA;BOG;6212900000;13873;56022545
USA;BOG;6214300000;274;1113029
USA;BOG;6215200000;59;236353
USA;BOG;6307909000;990;4002967
USA;BOG;7018100000;2149;8516008
USA;BOG;7326909000;1524;6040481
USA;BOG;8471700000;2681;10814698
USA;BOG;9603909000;3475;14298351
USA;BOG;3926400000;8181;33478247
USA;BOG;4202111000;7030;28520288
USA;BOG;4202210000;840;3407830
USA;BOG;4202310000;1379;5592492
USA;BOG;6204620000;22424;90529949
USA;BOG;6212200000;9255;36629161
USA;BOG;6307909000;24059;98458472
USA;BOG;106190000;500;1999965
USA;BOG;4819309000;39;160547
USA;BOG;4909000000;55;226412
USA;BOG;4911100000;10;41166
USA;BOG;8526100000;2000;7927140
USA;BOG;8539100000;800;3170856
USA;BOG;8807300000;1600;6341712
USA;BOG;9014200000;2400;9512568
USA;BOG;2710193800;20;79613
USA;BOG;8543200000;7105;28282660
USA;BOG;603110000;318831;1269710955
USA;BOG;603121000;3989;15961100
USA;BOG;603129000;19403;78119725
USA;BOG;603199090;3280;13457699
USA;BOG;603110000;29457;119933904
USA;BOG;603121000;1785;7249986
USA;BOG;603129000;17224;70094384
USA;BOG;603191000;1199;4872849
USA;BOG;603199090;3858;15631885
USA;BOG;603199090;9747;39630109
USA;BOG;604200000;11009;44453304
USA;BOG;604200000;62721;255012244
USA;BOG;603110000;20152;81026147
USA;BOG;603121000;978;3941482
USA;BOG;603129000;3775;15177619
USA;BOG;603194000;28;110980
USA;BOG;603199010;741;3051223
USA;BOG;603110000;80;327386
USA;BOG;603129000;32;127259
USA;BOG;603193000;70;278379
USA;BOG;603199090;104;424468
USA;BOG;604200000;236;961153
USA;BOG;603110000;3941593;15971971513
USA;BOG;603121000;308805;1248857037
USA;BOG;603129000;216164;874287530
USA;BOG;603141000;311507;1257000823
USA;BOG;603149000;1357;5395657
USA;BOG;603150000;82796;332701534
USA;BOG;603191000;11468;46593542
USA;BOG;603192000;20;79110
USA;BOG;603193000;270817;1096245384
USA;BOG;603194000;71715;291435436
USA;BOG;603199010;73994;300850029
USA;BOG;603199090;17237216;69596274725
USA;BOG;603900000;42;165437
USA;BOG;604200000;4346;17669273
USA;BOG;301110090;4002;16474593
USA;BOG;603110000;94643;381809187
USA;BOG;603121000;36813;146594217
USA;BOG;603129000;42917;171037562
USA;BOG;603149000;202;812079
USA;BOG;603191000;572;2310605
USA;BOG;603193000;12750;51371546
USA;BOG;603199010;382;1522542
USA;BOG;603199090;206732;830174649
USA;BOG;604200000;5372;21530062
USA;BOG;810400000;14868;60450166
USA;BOG;4202111000;15371;60923044
USA;BOG;4202911000;1746;6921820
USA;BOG;4203300000;6051;23982373
USA;BOG;4418990000;15000;61748850
USA;BOG;6212200000;41720;165912095
USA;BOG;6403510000;26714;109910624
USA;BOG;6403590000;97248;400104993
USA;BOG;6403999000;66731;267288405
USA;BOG;7326909000;8654;35025147
USA;BOG;4901999000;3865;15602286
USA;BOG;6403510000;15601;61835973
USA;BOG;6403590000;13897;55080424
USA;BOG;2844430000;100843;414895989
USA;BOG;603110000;7;28738
USA;BOG;603110000;4;16310
USA;BOG;603121000;3;12232
USA;BOG;603129000;3;11368
USA;BOG;603199090;2;8097
USA;BOG;604200000;7;28748
USA;BOG;4011300000;113603;460333809
USA;BOG;8517130000;191647;762148819
USA;BOG;8517790000;18;72856
USA;BOG;8524910000;1969;7830517
USA;BOG;8524920000;3930;15630373
USA;BOG;6212200000;2271;9185406
USA;BOG;6212300000;451;1825166
USA;BOG;810905000;16200;65521062
USA;BOG;4101900000;17850;73440077
USA;BOG;4114100000;1200;4939908
USA;BOG;4203400000;10408;42095462
USA;BOG;4205009000;63966;263321796
USA;BOG;4302190000;113025;465352933
USA;BOG;6104630000;100;404127
USA;BOG;6212100000;83;335937
USA;BOG;6212200000;5313;21488441
USA;BOG;6212300000;780;3156012
USA;BOG;6212900000;82;331812
USA;BOG;7308909000;7431;29580359
USA;BOG;9031900000;12085;47829650
USA;BOG;8536491900;8283;32971890
USA;BOG;9805000000;750;3035333
USA;BOG;603110000;1185;4745996
USA;BOG;603121000;180;718908
USA;BOG;603129000;1430;5727236
USA;BOG;1806900090;11142;45302496
USA;BOG;1901909000;3156;12831633
USA;BOG;1905310000;1434;5828391
USA;BOG;603121000;136;550053
USA;BOG;603129000;2928;11842325
USA;BOG;4302190000;32280;131061642
USA;BOG;511999090;24565;101124033
USA;BOG;603199010;880;3496688
USA;BOG;603199090;380;1555085
USA;BOG;3926909090;2756;11180846
USA;BOG;4819100000;688;2793163
USA;BOG;7419809000;38046;151746784
USA;BOG;8471900000;3502;13922117
USA;BOG;9403200000;49593;200215556
USA;BOG;9403600000;181670;739174890
USA;BOG;9701910000;50000;204616500
USA;BOG;9403600000;127900;514019651
USA;BOG;9405920000;100;403719
USA;BOG;3921199000;200;818466
USA;BOG;4011300000;750;2972678
USA;BOG;4012130000;600;2378142
USA;BOG;9701910000;6000;24282660
USA;BOG;8807300000;79977;324718617
USA;BOG;603110000;4954;20000239
USA;BOG;603121000;111;452596
USA;BOG;603129000;3759;15178615
USA;BOG;603110000;30516;124073684
USA;BOG;603191000;1141;4638253
USA;BOG;8480719000;32300;128451932
USA;BOG;603110000;145104;591654444
USA;BOG;603121000;37095;149760734
USA;BOG;603129000;12373;50327575
USA;BOG;603199090;89276;361575608
USA;BOG;603199010;907;3681267
USA;BOG;603110000;1071643;4322850524
USA;BOG;603121000;421255;1694290204
USA;BOG;603129000;68971;278250531
USA;BOG;603141000;235052;948158397
USA;BOG;603150000;6878;27744360
USA;BOG;603191000;336;1355367
USA;BOG;603193000;62680;252841634
USA;BOG;603194000;1615;6514756
USA;BOG;603199010;989;4072415
USA;BOG;603199090;6693508;27000527642
USA;BOG;603900000;9299;37003085
USA;BOG;4202911000;15816;62897701
USA;BOG;603110000;2440;9699220
USA;BOG;603121000;279;1107550
USA;BOG;603129000;5142;20447917
USA;BOG;603141000;1778;7069300
USA;BOG;603193000;2188;8733976
USA;BOG;603199090;23455;93884412
USA;BOG;603900000;1965;7822017
USA;BOG;604200000;642;2540888
USA;BOG;810905000;126854;513062272
USA;BOG;8544421000;89;360037
USA;BOG;9703900000;6000;24394740
USA;BOG;106190000;2000;7983992
USA;BOG;106190000;50;198179
USA;BOG;106190000;50;198179
USA;BOG;8407100000;972110;3999542452
USA;BOG;603110000;1;4117
USA;BOG;106190000;50;199495
USA;BOG;603900000;6532;26873061
USA;BOG;603110000;237;945604
USA;BOG;603193000;302;1203351
USA;BOG;1806900090;37805;149841971
USA;BOG;3926909090;351;1395257
USA;BOG;106190000;100;406015
USA;BOG;603110000;300;1192527
USA;BOG;603110000;153;620440
USA;BOG;603129000;627;2537538
USA;BOG;604200000;350;1416489
USA;BOG;810905000;125714;507732135
USA;BOG;301110090;38365;155338680
USA;BOG;603141000;870;3523824
USA;BOG;603149000;914;3709845
USA;BOG;603193000;714;2923561
USA;BOG;603199090;176;721887
USA;BOG;810905000;48022;194226268
USA;BOG;5806200000;22;88247
USA;BOG;6108220000;8571;34069900
USA;BOG;6108920000;2138;8497152
USA;BOG;6212100000;12463;49540036
USA;BOG;6212200000;21184;84208903
USA;BOG;8471700000;3504;13929391
USA;BOG;8473300000;631;2508282
USA;BOG;8504409090;555;2206254
USA;BOG;8507200000;3862;15352513
USA;BOG;8517629000;1446;5748099
USA;BOG;8523510000;5563;22114459
USA;BOG;9018390000;24267;97972266
USA;BOG;9021900000;77889;314451481
USA;BOG;301110090;22143;89345169
USA;BOG;106190000;365;1465198
USA;BOG;603110000;699;2859516
USA;BOG;603110000;5420;22182434
USA;BOG;603129000;3065;12542991
USA;BOG;603199090;1276;5220422
USA;BOG;604200000;265;1084467
USA;BOG;603110000;1040;4256432
USA;BOG;603199090;1319;5399420
USA;BOG;1704909000;15912;64398464
USA;BOG;8306290000;130560;537461990
USA;BOG;603110000;68034;276010911
USA;BOG;603121000;132288;526088449
USA;BOG;603129000;67333;267773999
USA;BOG;603193000;22323;90563234
USA;BOG;7007210000;9053;36518344
USA;BOG;603110000;6893;28119315
USA;BOG;603199090;210;859389
USA;BOG;4202190000;23219;95529329
USA;BOG;4302190000;51868;213398389
USA;BOG;603110000;47135;189529666
USA;BOG;603121000;1662;6798609
USA;BOG;603129000;10069;41117550
USA;BOG;603199090;39495;161627392
USA;BOG;603110000;149802;616620247
USA;BOG;603121000;16933;69703257
USA;BOG;603129000;18488;75917529
USA;BOG;603199090;263353;1083578055
USA;BOG;604200000;6581;26933261
USA;BOG;604200000;69;280540
USA;BOG;603110000;14577;58800535
USA;BOG;603121000;773;3133986
USA;BOG;603129000;1753;7109787
USA;BOG;603110000;2030;8081556
USA;BOG;603121000;333;1354730
USA;BOG;603129000;7002;28547765
USA;BOG;603199090;2104;8659710
USA;BOG;603900000;54677;217441283
USA;BOG;6212200000;6562;26923612
USA;BOG;6212300000;554;2273924
USA;BOG;301110090;1250;5145738
USA;BOG;603110000;28154;114824433
USA;BOG;603121000;2251;9167656
USA;BOG;603129000;16517;67233634
USA;BOG;603193000;558;2226359
USA;BOG;603199010;441;1797743
USA;BOG;603199090;5106;20466049
USA;BOG;604200000;2936;11626632
USA;BOG;3004902900;41098;163770489
USA;BOG;3923509000;7822;32009632
USA;BOG;4203400000;24730;101801624
USA;BOG;4602190000;24265;97182781
USA;BOG;6104630000;350;1438442
USA;BOG;6107120000;96;391145
USA;BOG;6212100000;394;1618636
USA;BOG;6212200000;14311;58791371
USA;BOG;6212300000;1966;8065181
USA;BOG;6212900000;66;269810
USA;BOG;6305332000;16758;68985815
USA;BOG;7419809000;101255;403996312
USA;BOG;8418999090;1874;7448285
USA;BOG;8443321900;506;2012787
USA;BOG;8470500000;322;1325130
USA;BOG;8471500000;2907;11555348
USA;BOG;8471700000;796;3162741
USA;BOG;8471800000;286;1135405
USA;BOG;8473300000;3291;13518207
USA;BOG;8483601000;995;3953505
USA;BOG;8501109100;575;2286989
USA;BOG;8504409090;7753;30817124
USA;BOG;8517622000;2480;9858541
USA;BOG;8523510000;1589;6542743
USA;BOG;8528520000;102;406135
USA;BOG;8528590000;131;521770
USA;BOG;8536901000;535;2128303
USA;BOG;8537109000;10440;41500814
USA;BOG;8538900000;513;2039460
USA;BOG;8542310000;949;3772678
USA;BOG;8543709000;6427;25548102
USA;BOG;8544200000;479;1904505
USA;BOG;8544422000;2039;8111542
USA;BOG;8544601000;656;2608057
USA;BOG;8545200000;4024;15997392
USA;BOG;8548000090;212;843156
USA;BOG;9018120000;8857;35206100
USA;BOG;9018130000;16538;65738448
USA;BOG;9018390000;1098;4363854
USA;BOG;9022300000;850;3377992
USA;BOG;9022900000;3345;13296835
USA;BOG;9030100000;4710;18723628
USA;BOG;9031809000;163;646509
USA;BOG;1211909000;1931;7951710
USA;BOG;7112990000;136368;561523877
USA;BOG;604200000;0;947
USA;BOG;603110000;1;2455
USA;BOG;603121000;315;1274840
USA;BOG;603129000;560;2266382
USA;BOG;603199090;1025;4194638
USA;BOG;6212200000;12641;51202402
USA;BOG;6212300000;2991;12105584
USA;BOG;603110000;8866;36281534
USA;BOG;603121000;405;1637592
USA;BOG;603129000;9656;38727927
USA;BOG;603191000;22864;92961036
USA;BOG;603192000;12052;49002040
USA;BOG;603193000;29069;118021542
USA;BOG;603199010;223;908460
USA;BOG;603199090;174415;709059401
USA;BOG;810400000;17580;71941197
USA;BOG;3923210000;2444;9886198
USA;BOG;3925300000;5505;21890675
USA;BOG;4015909000;288;1162711
USA;BOG;4202119000;501;2031066
USA;BOG;4202210000;4273;17336603
USA;BOG;4202310000;1651;6698819
USA;BOG;4203300000;690;2799451
USA;BOG;4203400000;80630;327825867
USA;BOG;4901999000;2814;11582149
USA;BOG;6104620000;422;1703694
USA;BOG;6104630000;225;913591
USA;BOG;6107120000;112;453507
USA;BOG;6204420000;3308;13355025
USA;BOG;6212100000;1289;5243816
USA;BOG;6212200000;30447;123439219
USA;BOG;6212300000;12307;49844165
USA;BOG;6212900000;965;3922113
USA;BOG;6403919000;1924;7805553
USA;BOG;7103101000;2000;8233180
USA;BOG;7103912000;2209950;8851964974
USA;BOG;7108120000;167753;690183585
USA;BOG;8471700000;2924;11835166
USA;BOG;8473300000;14491;57601042
USA;BOG;8517622000;26032;105353032
USA;BOG;8542310000;15128;61223304
USA;BOG;9021102000;158;639491
USA;BOG;6212200000;4024;16285652
USA;BOG;301110090;5387;21625377
USA;BOG;3926909090;6839;27199120
USA;BOG;7007190000;11932;47450223
USA;BOG;8504409090;20858;82948372
USA;BOG;8544421000;22847;90857114
USA;BOG;3808941900;10;41166
USA;BOG;4818200000;79;319907
USA;BOG;8517622000;1516;6026236
USA;BOG;8517622000;29406;117055582
USA;BOG;8517629000;584;2321453
USA;BOG;8533210000;564;2241951
USA;BOG;9026101900;670;2663310
USA;BOG;9030200000;995;3955215
USA;BOG;9030310000;982;3903538
USA;BOG;9030330000;17705;70378968
USA;BOG;9031809000;13745;54637612
USA;BOG;604200000;1;4788
USA;BOG;2710129900;49;196127
USA;BOG;3926400000;1109;4563200
USA;BOG;4420110000;3050;12548955
USA;BOG;8306100000;12257;50430663
USA;BOG;8430490000;2200;8719854
USA;BOG;9805000000;17250;69864758
USA;BOG;603121000;1680;6728501
USA;BOG;603129000;5666;22692670
USA;BOG;603110000;13652;55506206
USA;BOG;603110000;692002;2777932358
USA;BOG;603121000;132222;533141536
USA;BOG;603129000;211226;851422624
USA;BOG;603150000;2319;9308582
USA;BOG;603193000;3452;14209645
USA;BOG;603199090;123870;505328123
USA;BOG;5407540000;3583;14743229
USA;BOG;5407690000;6979;28714165
USA;BOG;603110000;786900;3160481183
USA;BOG;603110000;1033;4088258
USA;BOG;603121000;78632;317964061
USA;BOG;603129000;26332;106961526
USA;BOG;603129000;516;2042209
USA;BOG;603150000;408;1614770
USA;BOG;603191000;2700;10977633
USA;BOG;603191000;256;1013189
USA;BOG;603193000;224;886540
USA;BOG;603199010;780;3085873
USA;BOG;603199090;348310;1412618083
USA;BOG;603199090;9569;38903796
USA;BOG;604200000;11042;44435059
USA;BOG;604200000;7520;30511683
USA;BOG;703100090;3391;13502501
USA;BOG;703900020;1398;5753423
USA;BOG;709999000;7898;32365630
USA;BOG;810905000;56238;227455153
USA;BOG;910991000;18944;76411883
USA;BOG;910999000;144497;579009962
USA;BOG;1211903000;3752;15438462
USA;BOG;1211909000;109232;440365378
USA;BOG;3304300000;34848;143493958
USA;BOG;6107110000;4333;17668526
USA;BOG;6108210000;7898;32202112
USA;BOG;6108220000;1065;4341577
USA;BOG;6108920000;105;427887
USA;BOG;6109100000;246;1002031
USA;BOG;6109909000;190;774306
USA;BOG;6115210000;95;385604
USA;BOG;6115301000;31;124770
USA;BOG;6115960000;49;200080
USA;BOG;6212100000;2411;9832216
USA;BOG;6212200000;2332;9509813
USA;BOG;6212900000;1863;7597616
USA;BOG;9403200000;1395;5521208
USA;BOG;603110000;169361;676998140
USA;BOG;603121000;17244;69508965
USA;BOG;603129000;49714;202232443
USA;BOG;603193000;19533;77929806
USA;BOG;603199010;3562;14667283
USA;BOG;603199090;802165;3200540444
USA;BOG;603110000;185449;738410640
USA;BOG;603121000;2601;10505164
USA;BOG;603129000;6073;24285375
USA;BOG;603191000;1397;5551213
USA;BOG;603192000;3667;14577450
USA;BOG;603199010;414;1670953
USA;BOG;603199090;33522;133609078
USA;BOG;603199090;3606;14660507
USA;BOG;604200000;2469;10036728
USA;BOG;703900020;14455;58309819
USA;BOG;709590000;1030;4153231
USA;BOG;709999000;1684;6748854
USA;BOG;810905000;12199;48514267
USA;BOG;910991000;1800;7260894
USA;BOG;910999000;1584;6296543
USA;BOG;1211903000;59482;239885464
USA;BOG;1211909000;7549;30008551
USA;BOG;6204420000;1525;6156553
USA;BOG;6204440000;1063;4291775
USA;BOG;6204530000;165;666015
USA;BOG;6204590000;121;487289
USA;BOG;6204620000;51;205412
USA;BOG;6204690000;103;413893
USA;BOG;6206300000;430;1734215
USA;BOG;6206400000;340;1371433
USA;BOG;6211499000;11;43359
USA;BOG;7018900000;1410;5770185
USA;BOG;7019900010;25896;103322191
USA;BOG;8708299000;3317;13391359
USA;BOG;406100000;46738;188819543
USA;BOG;603110000;2294368;9208715171
USA;BOG;603121000;569224;2297714913
USA;BOG;603129000;694820;2807001344
USA;BOG;603141000;167881;676257598
USA;BOG;603149000;9525;38754907
USA;BOG;603150000;23411;94524177
USA;BOG;603191000;5074;20314746
USA;BOG;603193000;233194;931162192
USA;BOG;603194000;3428;13826029
USA;BOG;603199010;15095;61663457
USA;BOG;603199090;13974096;56429694780
USA;BOG;603900000;7564;30325958
USA;BOG;604200000;18;74972
USA;BOG;3921120000;1514;6015615
USA;BOG;3923299000;21039;83705395
USA;BOG;4202111000;37719;151854155
USA;BOG;4202119000;3228;13291474
USA;BOG;4202210000;1064;4381573
USA;BOG;4202310000;47571;192682060
USA;BOG;4202911000;83223;336738793
USA;BOG;4202919000;66519;267623549
USA;BOG;4202920090;3669;15108702
USA;BOG;4302190000;2430;9866165
USA;BOG;4911990000;57372;232512009
USA;BOG;5407510000;1300;5301121
USA;BOG;5407520000;11168;44873774
USA;BOG;5407540000;6132;24540138
USA;BOG;5407690000;11115;44706013
USA;BOG;6004100000;1605;6604999
USA;BOG;6005360000;443;1765188
USA;BOG;6006310000;2437;9702167
USA;BOG;6006340000;1047;4250084
USA;BOG;6109909000;13289;52824176
USA;BOG;6115210000;35056;141875691
USA;BOG;6208220000;3092;12482830
USA;BOG;6212100000;10985;44660914
USA;BOG;6212200000;13765;55964786
USA;BOG;7007210000;61644;251117325
USA;BOG;8523520000;4575;18822877
USA;BOG;301110020;192;770417
USA;BOG;301110090;84260;337238655
USA;BOG;306369100;6000;23939340
USA;BOG;406100000;206664;832394932
USA;BOG;603110000;842196;3389348156
USA;BOG;603121000;31433;128723429
USA;BOG;603129000;149285;602010732
USA;BOG;603141000;523;2078018
USA;BOG;603149000;217471;883233011
USA;BOG;603150000;60;243947
USA;BOG;603191000;19459;78612448
USA;BOG;603192000;24218;98220660
USA;BOG;603193000;227294;913463281
USA;BOG;603194000;259;1067020
USA;BOG;603199010;29208;117705745
USA;BOG;603199090;1988607;8014752099
USA;BOG;603900000;1012;4162975
USA;BOG;604200000;29821;119455885
USA;BOG;703100090;1254;5062111
USA;BOG;703900020;795;3206895
USA;BOG;709590000;50;199675
USA;BOG;709999000;567;2287182
USA;BOG;712200000;6416;25430265
USA;BOG;810400000;56125;225452338
USA;BOG;901111000;65876;263801803
USA;BOG;901119000;62132;250874010
USA;BOG;901119000;1131;4656924
USA;BOG;901119000;1655;6813245
USA;BOG;901120000;5219;20985320
USA;BOG;901211000;40280;163702275
USA;BOG;901212000;1220;4886173
USA;BOG;901212000;15311;62250416
USA;BOG;910991000;276;1114264
USA;BOG;910991000;473;1892391
USA;BOG;910999000;27936;112702567
USA;BOG;910999000;1238;4956262
USA;BOG;1211903000;11197;45170827
USA;BOG;1211909000;17065;68836961
USA;BOG;1806209000;8217;32521392
USA;BOG;2005200000;831;3316716
USA;BOG;2005999000;1809;7217711
USA;BOG;2008209000;2595;10355201
